Gene,ORF,,,
ACT1,YFL039C ,,,
INO80,YGL150C ,,,
ARP4,YJL081C,,,
ARP5,YNL059C,,,
ARP8,YOR141C,,,
TAF14,YPL129W,,,
NHP10,YDL002C,,,
RVB1,YDR190C,,,
RVB2,YPL235W,,,
IES1,YFL013C,,,
IES2,YNL215W,,,
IES3,YLR052W,,,
IES4,YOR189W,,,
IES5,YER092W,,,
IES6,YEL044W,,,
ARP6,YLR085C
ARP7,YPR034W
ARP9,YMR033W
